Date,Visitor,Home,Away_final_score,Home_final_score,Moneyline_away,Moneyline_home,Opening_spread,Closing_spread,Opening_total,Closing_total,Away_spread_Open,Home_spread_Open,Away_spread_Close,Home_spread_Close,2H_spread,2H_total
2017-10-08,KansasCity,Houston,42,34,110,-130,0.0,2.0,47.0,45.5,0.0,0.0,2.0,-2.0,2.0,23.5
2017-10-09,Minnesota,Chicago,20,17,158,-184,0.0,3.5,40.5,41.0,0.0,0.0,3.5,-3.5,1.5,19.5
2017-10-12,Philadelphia,Carolina,28,23,-151,131,3.0,3.0,45.0,43.5,-3.0,3.0,-3.0,3.0,0.0,23.0
2017-10-15,Cleveland,Houston,17,33,-375,299,9.0,7.5,44.0,46.0,-9.0,9.0,-7.5,7.5,3.0,21.5
2017-10-15,NewEngland,NYJets,24,17,358,-460,9.5,9.0,47.0,48.5,9.5,-9.5,9.0,-9.0,7.0,24.5
2017-10-15,Miami,Atlanta,20,17,-1000,664,10.0,14.0,47.5,46.0,-10.0,10.0,-14.0,14.0,6.5,21.5
2017-10-15,Detroit,NewOrleans,38,52,-235,195,3.0,5.0,51.0,50.0,-3.0,3.0,-5.0,5.0,0.5,24.5
2017-10-15,GreenBay,Minnesota,10,23,135,-155,3.5,3.0,47.0,46.5,3.5,-3.5,3.0,-3.0,3.0,21.0
2017-10-15,Chicago,Baltimore,27,24,-220,184,7.0,5.0,40.0,39.5,-7.0,7.0,-5.0,5.0,3.5,19.5
2017-10-15,SanFrancisco,Washington,24,26,-605,450,10.0,11.0,46.5,46.0,-10.0,10.0,-11.0,11.0,4.0,23.0
2017-10-15,LARams,Jacksonville,27,17,-113,-107,0.0,1.0,44.0,42.0,0.0,0.0,-1.0,1.0,3.5,21.5
2017-10-15,TampaBay,Arizona,33,38,123,-143,2.0,2.5,44.5,46.0,2.0,-2.0,2.5,-2.5,0.5,21.0
2017-10-15,Pittsburgh,KansasCity,19,13,-185,160,4.0,3.0,47.0,46.0,-4.0,4.0,-3.0,3.0,3.0,22.5
