"Urls","headlines","archiveDate"
"http://web.archive.org/web/20181207071612/http://www.espn.com/nfl/","Predicting the NFL wild-card races","2018-12-07"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","Rossovich, football star and actor, dies at 72","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","Week 14 NFL betting guide: Best plays for every game","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","","2018-12-08"
"http://web.archive.org/web/20181208074245/http://www.espn.com/nfl/","","2018-12-08"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Giants' OBJ ruled out with bruised quadriceps","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Bills' Hughes slapped with $53K fine for ref spat","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Eagles' Mills (foot) goes on IR, done for season","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Tony York, son of 49ers owners, dies at age 35","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Kendricks back from ban: Football is 'my escape'","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Rossovich, football star and actor, dies at 72","2018-12-09"
"http://web.archive.org/web/20181209082908/http://www.espn.com/nfl/","Ranking most productive rookie classes, 1-32","2018-12-09"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","No picks for Packer: Rodgers sets no-INT mark","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Jenkins rips replay officials: 'Stay off the bottle'","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Skidding Redskins to stick with Johnson at QB","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Cardinals' Fitzgerald passes Rice's catch mark","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Zeke 1st offensive player flagged for helmet rule","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Roethlisberger 'OK' after leaving with rib injury","2018-12-10"
"http://web.archive.org/web/20181210090309/http://www.espn.com/nfl/","Miami miracle: Crazy final 2-lateral TD jolts Pats","2018-12-10"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","Refs pick up flag on Vikes' apparent illegal block","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","Belichick: Failure on final play 'starts with me'","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","Fournette says fan he yelled at used racial slur","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","Raiders part ways with GM Reggie McKenzie","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","RB Bell 'likes' post featuring Steelers' latest loss","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","49ers WR Garcon to have season-ending surgery","2018-12-11"
"http://web.archive.org/web/20181211095018/http://www.espn.com/nfl/","Redskins TE Reed (toe) could miss rest of season","2018-12-11"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","Oakland files lawsuit against Raiders, 'cartel' NFL","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181212041347/http://www.espn.com/nfl/","","2018-12-12"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","Marshall, close to ending drought, cut by Saints","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181213065631/http://www.espn.com/nfl/","","2018-12-13"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Ridley 'fired up' to face Pats after bitter '14 exit","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Chiefs' Berry misses 2nd half, says it was planned","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Chiefs' Jones ties mark with 10-game sack streak","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Sherman unfazed by Clark's 'era is over' talk","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Redskins LB Foster blames cousin for IG remarks","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Sources: Eagles' Wentz has fractured vertebra","2018-12-14"
"http://web.archive.org/web/20181214084630/http://www.espn.com/nfl/","Ex-DT Brent, club owner hit with $25M verdict","2018-12-14"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Raiders' Bryant, on IR, again suspended by NFL","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Kobe gives Browns pregame Denver pep talk","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Gruden: Future with Skins 'doesn't weigh on me'","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Wentz faces 3-month recovery for stress fracture","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","WR Baldwin: Injury-filled year was inevitable","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Brees gifts 174 players, coaches milestone balls","2018-12-15"
"http://web.archive.org/web/20181215113300/http://www.espn.com/nfl/","Zeke first RB to be fined for lowering of helmet","2018-12-15"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Steelers downgrade Conner (ankle) to doubtful","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Watt to Darnold: 'You're going to be a great pro'","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Eagles officially rule out Wentz (back) vs. Rams","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Raiders' Bryant, on IR, again suspended by NFL","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Kobe gives Browns pregame Denver pep talk","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","WR Baldwin: Injury-filled year was inevitable","2018-12-16"
"http://web.archive.org/web/20181216033044/http://www.espn.com/nfl/","Ranking bowl QBs by NFL potential","2018-12-16"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","Foles sparks Eagles' biggest upset since 1995","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181217091519/http://www.espn.com/nfl/","","2018-12-17"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Payton, Brees now No. 2 coach/QB duo in wins","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Eagles sticking with Foles at QB; no IR for Wentz","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Rams' Gurley (knee) day-to-day, McVay says","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Rodgers wants to play but injuries cast doubt","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Gruden emotional about possible Coliseum finale","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Broncos' Ray: 'Little disrespectful' to be inactive","2018-12-18"
"http://web.archive.org/web/20181218122751/http://www.espn.com/nfl/","Kobe's message hits home with rising Browns","2018-12-18"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Brady selected to record-tying 14th Pro Bowl","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Rice 'done with football,' sees Hunt similarities","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Redskins' Nicholson arrested on assault charge","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Rams add RB Anderson for depth behind Gurley","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Packers put Aaron Jones on IR with knee injury","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Payton, Brees now No. 2 coach/QB duo in wins","2018-12-19"
"http://web.archive.org/web/20181219130003/http://www.espn.com/nfl/","Week 15 recap: Is Derrick Henry here to stay?","2018-12-19"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Source: Panthers shutting down Cam Newton","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","'Heartbroken' Leonard eyes 40 tackles vs. Giants","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Ketchup chief: Mahomes signs to endorse Hunt's","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Cards claim WR Cooper off waivers from Rams","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Ex-Lions WR Young released from Calif. prison","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Rodgers to play vs. Jets, cites role as a leader","2018-12-20"
"http://web.archive.org/web/20181220121329/http://www.espn.com/nfl/","Week 15 recap: Is Derrick Henry here to stay?","2018-12-20"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Patriots' Gordon suspended indefinitely by NFL","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Rivera on Reid drug tests: Should play lottery","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Gurley not at practice but says 'I think I'll be fine'","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Eagle builds locker-room shrine to Nick Foles","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Gruden hopes Raiders stint can 'restart' Peterman","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Browns' Wylie, star of 'Hard Knocks,' breaks ankle","2018-12-21"
"http://web.archive.org/web/20181221053234/http://www.espn.com/nfl/","Saints DE Jordan: Big Ben not in top 5 this era","2018-12-21"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Raiders look at S.F. for '19, but 'all options open'","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Ravens end speculation, will stick with Harbaugh","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Rams' Gurley to be game-time decision vs. Cards","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Panthers' Reid: Fined $20K for sideline tackle","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Steelers to be without Conner for third straight","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Source: Gore to avoid surgery, targets '19 return","2018-12-22"
"http://web.archive.org/web/20181222142216/http://www.espn.com/nfl/","Experts: Best free-agent QB, Week 16 upsets","2018-12-22"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Still going: Peterson hits 1K, passes Dickerson","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Titans' Lewan claims Norman tried to hurt Henry","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Swearinger rips Redskins DC's playcalling in loss","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Gabbert replaces injured Mariota in Titans' win","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Fantasy life: JuJu affirms believers that he'll play","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Ginn activated as Saints look to lock up 1-seed","2018-12-23"
"http://web.archive.org/web/20181223090611/http://www.espn.com/nfl/","Experts: Best free-agent QB, Week 16 upsets","2018-12-23"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Panthers' McCaffrey sets NFL mark, beats dad","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Mayfield pleads ignorance after Hue staredown","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Seahawks clinch wild-card berth after 0-2 start","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","CB Haden laments penalties in 'changing' game","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Bears, Niners brawl after late hit on Trubisky","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Sources: NFL, NFLPA want Reid claims examined","2018-12-24"
"http://web.archive.org/web/20181224063112/http://www.espn.com/nfl/","Bowles: Jets played 2 teams -- Packers and refs","2018-12-24"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","Seahawks sign Carroll to extension through '21","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","RB Lindsay exits Broncos' loss with wrist injury","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","McVay: Gurley to play in Week 17 if healthy","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","Sources: Titans lose Pro Bowler Casey for finale","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","Swearinger loses job after bashing Redskins' DC","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","Mayfield pleads ignorance after Hue staredown","2018-12-25"
"http://web.archive.org/web/20181225081102/http://www.espn.com/nfl/","As speculation swirls, Bowles mum on future","2018-12-25"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","Cardinals add ex-Redskin Swearinger off waivers","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181226002133/http://www.espn.com/nfl/","","2018-12-26"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","Mayfield: Not trying to get anyone's approval","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181227082129/http://www.espn.com/nfl/","","2018-12-27"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Gurley's left knee first flared up after Week 1","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Sources: Bucs WR Jackson wants out of Tampa","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Landry gets Cleveland-Baltimore history lesson","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Peterson: 'Blind' if you don't see I've got a lot left","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Chiefs give Hunt's replacement Williams new deal","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Stafford stumps to stay with Lions for career","2018-12-28"
"http://web.archive.org/web/20181228103223/http://www.espn.com/nfl/","Source: Freak injury sent Jets' Tomlinson to IR","2018-12-28"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Even on IR, Bengals' Eifert still worries Steelers","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Rams rule out RB Gurley, S Joyner vs. 49ers","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Rivera: 'Positive' talks about return to Panthers","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Bridgewater to start, check off another 'milestone'","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Season over: OBJ to miss 4th straight for Giants","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Sources: Jets ink WR Enunwa to $36M extension","2018-12-29"
"http://web.archive.org/web/20181229105900/http://www.espn.com/nfl/","Lewan not worried about Norman's opinion","2018-12-29"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Source: Colts' Ebron, Hilton expected to play","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Mayfield fined $10K for gesture at OC Kitchens","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Edelman fined 3 times for unnecessary roughness","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Bears activate Pro Bowl guard Long from IR","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Even on IR, Bengals' Eifert still worries Steelers","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Bridgewater to start, check off another 'milestone'","2018-12-30"
"http://web.archive.org/web/20181230081759/http://www.espn.com/nfl/","Best fits for NFL's top 25 free agents","2018-12-30"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Jets fire coach Bowles after third losing season","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Cardinals lose at buzzer, will pick No. 1 overall","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Bucs part ways with Koetter following 3 seasons","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Cousins, Thielen downplay sideline confrontation","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Saints installed as favorites for Super Bowl title","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Source: Jags void Fournette contract guarantees","2018-12-31"
"http://web.archive.org/web/20181231125449/http://www.espn.com/nfl/","Ravens' Weddle to share $1M for making playoffs","2018-12-31"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Sources: Texans finalizing deal for Tunsil, Stills","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Source: Chargers allowing Gordon to seek trade","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Pats release WR Thomas; door open for return","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Texans acquire RB Hyde from Chiefs for guard","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Source: Texans to trade Clowney to Seahawks","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","49ers RB McKinnon hits season-ending IR again","2019-09-01"
"http://web.archive.org/web/20190901092456/http://www.espn.com/nfl/","Vikings cut kicker Vedvik just weeks after trade","2019-09-01"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Source: Steelers extend CB Haden on 2-year deal","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Chargers GM tables contract talks with Gordon","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Panthers cut Torrey Smith after waiver claims","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","'I'm a Patriot': Pats change mind on undrafted WR","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Raiders claim Kizer, now have 4 QBs on roster","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Flores insists Dolphins not tanking despite trades","2019-09-02"
"http://web.archive.org/web/20190902004015/https://www.espn.com/nfl/","Jags thin at RB behind Fournette as Blue hits IR","2019-09-02"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","Source: Colts, QB Brissett agree to $30M deal","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190903005647/https://www.espn.com/nfl/","","2019-09-03"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Source: Goff extension with Rams worth $134M","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Agent says Elliott, Cowboys 'very close' to deal","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Blank optimistic Julio Jones deal gets done","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Good hands Cam: QB sets 1-handed catch mark","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Statues of Bears greats Payton, Halas unveiled","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Falcons RB swaps number to honor slain brother","2019-09-04"
"http://web.archive.org/web/20190904013250/https://www.espn.com/nfl/","Bengals sign RB Bernard to 2-year extension","2019-09-04"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","Zeke on $90M extension: 'I believe I'm the best'","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190905020708/https://www.espn.com/nfl/","","2019-09-05"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","Sources: Raiders to suspend AB after tiff with GM","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","No limits: Rams to unleash Gurley vs. Panthers","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","WR Metcalf dubs self 'Wolverine' after quick return","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","Cards OL Toth 'grateful' for DOD approval to play","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","Niners DC: Rookie Bosa (ankle) will play Sunday","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","Cowboys officially ink Zeke, turn attention to Dak","2019-09-06"
"http://web.archive.org/web/20190906031236/https://www.espn.com/nfl/","Brees irate over backlash from promotional video","2019-09-06"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Gruden: Plan is for Brown to play Monday night","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Packers' Williams says he wasn't ripping Trubisky","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Court spikes Saints fan's lawsuit on NFC champ.","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Colts assistant Mudd, 77, retires ahead of opener","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Jags LT Robinson suffers non-contact knee injury","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Chiefs sign Hill to 3-year, $54 million extension","2019-09-07"
"http://web.archive.org/web/20190907032319/http://www.espn.com/nfl/","Patriots' Gordon: 'Judge me on what I do now'","2019-09-07"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","Brown finds new home, agrees to deal with Pats","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","AB in Oakland: Helmets, frostbite, fines and release","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","","2019-09-08"
"http://web.archive.org/web/20190908051443/https://www.espn.com/nfl/","","2019-09-08"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Jaguars' Foles breaks clavicle, out indefinitely","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Brady all-in on Pats' signing of Brown, Kraft says","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Source: Chiefs' Hill hurts clavicle, out weeks","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Kyler overcomes rough start to rally Cards to tie","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Vinatieri's 'lousy' day costs Colts, Brissett victory","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Much-hyped Browns flagged 18 times, lose 43-13","2019-09-09"
"http://web.archive.org/web/20190909031935/https://www.espn.com/nfl/","Jackson, Brown make history in Ravens' opener","2019-09-09"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","Brady meets with AB, says plenty of work ahead","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","Foles to IR, but Jags expect QB back this season","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","Eagles DT Jackson has significant foot injury","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","49ers RB Coleman (ankle) out at least a week","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","Giants WR Shepard placed in concussion protocol","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","NFL speaks with OBJ about wearing watch","2019-09-10"
"http://web.archive.org/web/20190910035944/http://www.espn.com/nfl/","R.I. man charged with Patriots-related threat","2019-09-10"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","Jets acquire WR Thomas, sources say, and new K","2019-09-11"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","Conley tweets he's 'good to go' after neck injury","2019-09-11"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","OBJ plans to keep wearing $190K watch in games","2019-09-11"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","Source: Texans release veteran CB Colvin","2019-09-11"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","Bucs re-sign Adams, who picked off Cam 3 times","2019-09-11"
"http://web.archive.org/web/20190911080250/https://www.espn.com/nfl/","Cardinals put OT Gilbert on IR, ink veteran Mills","2019-09-11"
