"Date","Visitor","Home","Away_final_score","Home_final_score","Moneyline_away","Moneyline_home","Opening_spread","Closing_spread","Opening_total","Closing_total","Away_spread_Open","Home_spread_Open","Away_spread_Close","Home_spread_Close","2H_spread","2H_total"
2009-11-15,"NewOrleans","St.Louis",28,23,625,-850,14,14,50,51,"+ 14","- 14","+ 14","- 14",8,24.5
2009-11-15,"Atlanta","Carolina",19,28,-103,-117,2,1,44,43.5,"+ 2","- 2","+ 1","- 1",3,21
2009-11-15,"TampaBay","Miami",23,25,-460,385,9.5,10,43.5,43,"- 9.5","+ 9.5","- 10","+ 10",3,20
2009-11-15,"KansasCity","Oakland",16,10,-145,125,2.5,2.5,36.5,36.5,"- 2.5","+ 2.5","- 2.5","+ 2.5",3,17.5
2009-11-15,"Seattle","Arizona",20,31,-335,275,7.5,8,47,46.5,"- 7.5","+ 7.5","- 8","+ 8",6,23.5
2009-11-15,"Philadelphia","SanDiego",23,31,-120,100,1,1,48,47,"- 1","+ 1","- 1","+ 1",1,23.5
2009-11-15,"Dallas","GreenBay",7,17,127,-147,0,3,48.5,48,"+ 0","- 0","+ 3","- 3",3,21.5
2009-11-15,"NewEngland","Indianapolis",34,35,-135,115,3,2.5,50,48.5,"- 3","+ 3","- 2.5","+ 2.5",3.5,24.5
2009-11-16,"Baltimore","Cleveland",16,0,430,-580,10.5,11,40.5,39.5,"+ 10.5","- 10.5","+ 11","- 11",7,17
2009-11-19,"Miami","Carolina",24,17,-210,170,3,3.5,45,41.5,"- 3","+ 3","- 3.5","+ 3.5",4,20.5
2009-11-22,"Cleveland","Detroit",37,38,-190,160,4.5,3,39,37.5,"- 4.5","+ 4.5","- 3","+ 3",3,20.5
2009-11-22,"Buffalo","Jacksonville",15,18,-380,310,8,8,42,41,"- 8","+ 8","- 8","+ 8",5,20.5
2009-11-22,"Pittsburgh","KansasCity",24,27,500,-700,9.5,11,39,39.5,"+ 9.5","- 9.5","+ 11","- 11",4.5,19
2009-11-22,"Indianapolis","Baltimore",17,15,100,-120,1,1,45,44,"+ 1","- 1","+ 1","- 1",0.5,21.5
2009-11-22,"Atlanta","NYGiants",31,34,-370,300,5.5,7,46.5,46.5,"- 5.5","+ 5.5","- 7","+ 7",3,22.5
2009-11-22,"SanFrancisco","GreenBay",24,30,-260,220,5.5,6,42.5,41.5,"- 5.5","+ 5.5","- 6","+ 6",0.5,19.5
2009-11-22,"Seattle","Minnesota",9,35,-550,425,11,10.5,48,47.5,"- 11","+ 11","- 10.5","+ 10.5",3,21
2009-11-22,"Washington","Dallas",6,7,-550,425,12.5,10.5,41.5,41.5,"- 12.5","+ 12.5","- 10.5","+ 10.5",7,19.5
2009-11-22,"NewOrleans","TampaBay",38,7,425,-550,12.5,10,52.5,50.5,"+ 12.5","- 12.5","+ 10","- 10",3,24.5
2009-11-22,"Arizona","St.Louis",21,13,330,-420,9.5,8.5,46,46.5,"+ 9.5","- 9.5","+ 8.5","- 8.5",0.5,20.5
2009-11-22,"NYJets","NewEngland",14,31,-650,475,10.5,11,45,45,"- 10.5","+ 10.5","- 11","+ 11",5.5,21
2009-11-22,"Cincinnati","Oakland",17,20,350,-450,9.5,8.5,35,36,"+ 9.5","- 9.5","+ 8.5","- 8.5",2.5,17.5
2009-11-22,"SanDiego","Denver",32,3,235,-275,5,6,43,41,"+ 5","- 5","+ 6","- 6",1,20
2009-11-22,"Philadelphia","Chicago",24,20,160,-190,2.5,3.5,45.5,46.5,"+ 2.5","- 2.5","+ 3.5","- 3.5",2.5,23
2009-11-23,"Tennessee","Houston",20,17,-190,160,3.5,3.5,49,47.5,"- 3.5","+ 3.5","- 3.5","+ 3.5",3,23.5
2009-11-26,"GreenBay","Detroit",34,12,500,-700,11,11,46,48,"+ 11","- 11","+ 11","- 11",7,23.5
2009-11-26,"Oakland","Dallas",7,24,-850,650,14,13.5,40.5,40.5,"- 14","+ 14","- 13.5","+ 13.5",7,18
2009-11-26,"NYGiants","Denver",6,26,175,-210,5,4.5,42,43.5,"+ 5","- 5","+ 4.5","- 4.5",3,20.5
2009-11-29,"Indianapolis","Houston",35,27,125,-145,3.5,3,49,48,"+ 3.5","- 3.5","+ 3","- 3",4,24
2009-11-29,"Cleveland","Cincinnati",7,16,-630,490,14,12,37.5,39,"- 14","+ 14","- 12","+ 12",4,17.5
2009-11-29,"Chicago","Minnesota",10,36,-550,425,9.5,10.5,47,47,"- 9.5","+ 9.5","- 10.5","+ 10.5",3,21.5
2009-11-29,"Washington","Philadelphia",24,27,-480,405,9,10,41,40.5,"- 9","+ 9","- 10","+ 10",5.5,20
2009-11-29,"Miami","Buffalo",14,31,170,-200,3,3.5,39.5,38.5,"+ 3","- 3","+ 3.5","- 3.5",3,17.5
2009-11-29,"Arizona","Tennessee",17,20,-190,165,0,3.5,47.5,44,"- 0","+ 0","- 3.5","+ 3.5",1.5,20.5
2009-11-29,"Seattle","St.Louis",27,17,155,-175,2.5,3.5,42,42.5,"+ 2.5","- 2.5","+ 3.5","- 3.5",0.5,21
2009-11-29,"TampaBay","Atlanta",17,20,-600,475,11,12.5,46,46,"- 11","+ 11","- 12.5","+ 12.5",4.5,21
2009-11-29,"Carolina","NYJets",6,17,-175,155,3,3,41.5,41.5,"- 3","+ 3","- 3","+ 3",0.5,19.5
2009-11-29,"Jacksonville","SanFrancisco",3,20,-175,155,3,3,41.5,42,"- 3","+ 3","- 3","+ 3",1.5,20.5
2009-11-29,"KansasCity","SanDiego",14,43,-725,550,13.5,13,45,45,"- 13.5","+ 13.5","- 13","+ 13",3,20
2009-11-29,"Pittsburgh","Baltimore",17,20,-350,290,9,7.5,36,35,"- 9","+ 9","- 7.5","+ 7.5",2.5,17.5
2009-11-30,"NewEngland","NewOrleans",17,38,-130,110,3,2,56,56.5,"- 3","+ 3","- 2","+ 2",3,28
2009-12-03,"NYJets","Buffalo",19,13,170,-200,3,3.5,37,37,"+ 3","- 3","+ 3.5","- 3.5",1,18
2009-12-06,"Denver","KansasCity",44,13,230,-290,4,6,37.5,39,"+ 4","- 4","+ 6","- 6",1,19
2009-12-06,"Oakland","Pittsburgh",27,24,-1200,800,15,15,37,37,"- 15","+ 15","- 15","+ 15",7,17.5
2009-12-06,"Houston","Jacksonville",18,23,100,-120,0,1.5,47,47.5,"+ 0","- 0","+ 1.5","- 1.5",3,22
2009-12-06,"Tennessee","Indianapolis",17,27,-270,220,7.5,6,47,47,"- 7.5","+ 7.5","- 6","+ 6",0,22.5
2009-12-06,"Philadelphia","Atlanta",34,7,190,-230,3,4,44.5,43.5,"+ 3","- 3","+ 4","- 4",0,21
2009-12-06,"Detroit","Cincinnati",13,23,-850,600,13,13.5,42,42,"- 13","+ 13","- 13.5","+ 13.5",6,20.5
2009-12-06,"NewOrleans","Washington",33,30,375,-500,9.5,8,48,47,"+ 9.5","- 9.5","+ 8","- 8",6,23.5
2009-12-06,"TampaBay","Carolina",6,16,-190,160,6,3.5,43.5,40,"- 6","+ 6","- 3.5","+ 3.5",0,20
2009-12-06,"St.Louis","Chicago",9,17,-520,395,9,9,41,41,"- 9","+ 9","- 9","+ 9",3,19
2009-12-06,"SanDiego","Cleveland",30,23,625,-875,11.5,14,43,42.5,"+ 11.5","- 11.5","+ 14","- 14",7,21
2009-12-06,"SanFrancisco","Seattle",17,20,100,-120,1,1,41,41.5,"+ 1","- 1","+ 1","- 1",1,20.5
2009-12-06,"Minnesota","Arizona",17,30,165,-195,3,3,48,48,"+ 3","- 3","+ 3","- 3",4,24
2009-12-06,"Dallas","NYGiants",24,31,100,-120,0,1,45.5,45.5,"+ 0","- 0","+ 1","- 1",1,21.5
2009-12-06,"NewEngland","Miami",21,22,220,-270,4.5,5,46.5,46.5,"+ 4.5","- 4.5","+ 5","- 5",3,23
2009-12-07,"Baltimore","GreenBay",14,27,-200,170,3,4,44,43,"- 3","+ 3","- 4","+ 4",0,20
2009-12-10,"Pittsburgh","Cleveland",6,13,435,-530,10,10,34,34,"+ 10","- 10","+ 10","- 10",7,17
2009-12-13,"Denver","Indianapolis",16,28,-305,245,8,6.5,44,43.5,"- 8","+ 8","- 6.5","+ 6.5",0,21
2009-12-13,"Cincinnati","Minnesota",10,30,-260,210,7,5.5,44.5,42,"- 7","+ 7","- 5.5","+ 5.5",0.5,20.5
2009-12-13,"NYJets","TampaBay",26,3,170,-200,3,3.5,36.5,36.5,"+ 3","- 3","+ 3.5","- 3.5",0.5,17
2009-12-13,"Buffalo","KansasCity",16,10,125,-145,1.5,2.5,38.5,38,"+ 1.5","- 1.5","+ 2.5","- 2.5",0,17.5
2009-12-13,"GreenBay","Chicago",21,14,185,-225,3.5,3.5,43.5,42,"+ 3.5","- 3.5","+ 3.5","- 3.5",0,21
2009-12-13,"NewOrleans","Atlanta",26,23,425,-550,11,10,51,50,"+ 11","- 11","+ 10","- 10",3.5,24.5
2009-12-13,"Detroit","Baltimore",3,48,-975,675,13,14,41,40.5,"- 13","+ 13","- 14","+ 14",4.5,17.5
2009-12-13,"Miami","Jacksonville",14,10,-120,100,2.5,1.5,45,43,"- 2.5","+ 2.5","- 1.5","+ 1.5",2,21
2009-12-13,"Carolina","NewEngland",10,20,-725,525,13,12.5,44,43.5,"- 13","+ 13","- 12.5","+ 12.5",7,21
2009-12-13,"Seattle","Houston",7,34,-360,280,4.5,7,45.5,44.5,"- 4.5","+ 4.5","- 7","+ 7",1.5,20
2009-12-13,"St.Louis","Tennessee",7,47,-850,600,13,14,41.5,40,"- 13","+ 13","- 14","+ 14",6,17
2009-12-13,"Washington","Oakland",34,13,110,-130,2,2,36,37.5,"+ 2","- 2","+ 2","- 2",0,18.5
2009-12-13,"SanDiego","Dallas",20,17,-165,140,3,3,47.5,48.5,"- 3","+ 3","- 3","+ 3",2,24
2009-12-13,"Philadelphia","NYGiants",45,38,105,-125,1,1,47.5,42,"+ 1","- 1","+ 1","- 1",3.5,23
2009-12-14,"Arizona","SanFrancisco",9,24,180,-230,3,4,44.5,44.5,"+ 3","- 3","+ 4","- 4",7,21.5
2009-12-17,"Indianapolis","Jacksonville",35,31,160,-180,6,3,44,43,"+ 6","- 6","+ 3","- 3",0,23
2009-12-19,"Dallas","NewOrleans",24,17,-340,280,7,7.5,52,53.5,"- 7","+ 7","- 7.5","+ 7.5",7.5,26
2009-12-20,"GreenBay","Pittsburgh",36,37,-145,125,1,3,41,42,"- 1","+ 1","- 3","+ 3",0,21.5
2009-12-20,"Miami","Tennessee",24,27,-230,190,3,5,42.5,42.5,"- 3","+ 3","- 5","+ 5",0,21
2009-12-20,"NewEngland","Buffalo",17,10,255,-310,7,7,41,41.5,"+ 7","- 7","+ 7","- 7",3,20
2009-12-20,"Arizona","Detroit",31,24,625,-850,10.5,14,46.5,46.5,"+ 10.5","- 10.5","+ 14","- 14",6,20.5
2009-12-20,"SanFrancisco","Philadelphia",13,27,-350,290,9.5,7,43.5,41,"- 9.5","+ 9.5","- 7","+ 7",0,20
2009-12-20,"Atlanta","NYJets",10,7,-250,210,5.5,5,36,36.5,"- 5.5","+ 5.5","- 5","+ 5",1.5,17.5
2009-12-20,"Chicago","Baltimore",7,31,-525,410,10,10.5,41,39.5,"- 10","+ 10","- 10.5","+ 10.5",3.5,20
2009-12-20,"Cleveland","KansasCity",41,34,-145,125,1,2,37,39,"- 1","+ 1","- 2","+ 2",0,20
2009-12-20,"Houston","St.Louis",16,13,650,-900,10.5,14,43.5,43,"+ 10.5","- 10.5","+ 14","- 14",7,21.5
2009-12-20,"Cincinnati","SanDiego",24,27,-310,255,7,6.5,44,44.5,"- 7","+ 7","- 6.5","+ 6.5",3,22.5
2009-12-20,"Oakland","Denver",20,19,-875,635,11.5,13.5,37.5,37,"- 11.5","+ 11.5","- 13.5","+ 13.5",8,17.5
2009-12-20,"TampaBay","Seattle",24,7,-280,240,7,6.5,39,39,"- 7","+ 7","- 6.5","+ 6.5",3,18.5
2009-12-20,"Minnesota","Carolina",7,26,320,-400,7,8.5,42,42.5,"+ 7","- 7","+ 8.5","- 8.5",6,20.5
2009-12-21,"NYGiants","Washington",45,12,120,-140,2.5,3,42,44,"+ 2.5","- 2.5","+ 3","- 3",0,19.5
2009-12-25,"SanDiego","Tennessee",42,17,-135,115,2.5,2,47.5,47.5,"- 2.5","+ 2.5","- 2","+ 2",3,24
2009-12-27,"Seattle","GreenBay",10,48,-735,555,13.5,13.5,42,43.5,"- 13.5","+ 13.5","- 13.5","+ 13.5",3,20.5
2009-12-27,"Oakland","Cleveland",9,23,-180,160,3,3,37.5,37,"- 3","+ 3","- 3","+ 3",0,17.5
2009-12-27,"KansasCity","Cincinnati",10,17,-620,485,13.5,13,39.5,39.5,"- 13.5","+ 13.5","- 13","+ 13",7,17.5
2009-12-27,"Buffalo","Atlanta",3,31,-360,300,7,7.5,41,40,"- 7","+ 7","- 7.5","+ 7.5",0,19.5
2009-12-27,"Houston","Miami",27,20,-130,110,3,1,46,47,"- 3","+ 3","- 1","+ 1",3,20.5
2009-12-27,"Carolina","NYGiants",41,9,-390,320,7,8.5,42.5,43,"- 7","+ 7","- 8.5","+ 8.5",7,20.5
2009-12-27,"TampaBay","NewOrleans",20,17,-800,600,16,13.5,50,48.5,"- 16","+ 16","- 13.5","+ 13.5",3.5,21.5
2009-12-27,"Jacksonville","NewEngland",7,35,-440,350,8,9,44,44.5,"- 8","+ 8","- 9","+ 9",0,20
2009-12-27,"Baltimore","Pittsburgh",20,23,-145,125,2,3,39,43,"- 2","+ 2","- 3","+ 3",2.5,21.5
2009-12-27,"Denver","Philadelphia",27,30,-300,250,8,7,41.5,43,"- 8","+ 8","- 7","+ 7",1,21
2009-12-27,"St.Louis","Arizona",10,31,-1400,1000,14,16.5,44,44,"- 14","+ 14","- 16.5","+ 16.5",7,20.5
2009-12-27,"Detroit","SanFrancisco",6,20,-850,625,11.5,14,42,41,"- 11.5","+ 11.5","- 14","+ 14",7,20
2009-12-27,"NYJets","Indianapolis",29,15,-190,165,7,3,42.5,40.5,"- 7","+ 7","- 3","+ 3",0.5,19.5
2009-12-27,"Dallas","Washington",17,0,260,-320,6,7,42,42,"+ 6","- 6","+ 7","- 7",3,20
2009-12-28,"Minnesota","Chicago",30,36,305,-370,7.5,8,42,41,"+ 7.5","- 7.5","+ 8","- 8",7,20
2010-01-03,"Indianapolis","Buffalo",7,30,-360,300,6,8,40,32.5,"- 6","+ 6","- 8","+ 8",3,15.5
2010-01-03,"NewOrleans","Carolina",10,23,-410,330,7.5,10,44,41,"- 7.5","+ 7.5","- 10","+ 10",3.5,19.5
2010-01-03,"Jacksonville","Cleveland",17,23,-125,105,2.5,2,40,35.5,"- 2.5","+ 2.5","- 2","+ 2",0,16.5
2010-01-03,"Philadelphia","Dallas",0,24,-160,140,3,2.5,48.5,47,"- 3","+ 3","- 2.5","+ 2.5",3,21.5
2010-01-03,"Chicago","Detroit",37,23,178,-215,2.5,4.5,45,44,"+ 2.5","- 2.5","+ 4.5","- 4.5",1.5,21.5
2010-01-03,"NewEngland","Houston",27,34,-295,248,6.5,8.5,45.5,46.5,"- 6.5","+ 6.5","- 8.5","+ 8.5",7,21.5
2010-01-03,"Pittsburgh","Miami",30,24,130,-150,3,3,45.5,45.5,"+ 3","- 3","+ 3","- 3",0,21.5
2010-01-03,"NYGiants","Minnesota",7,44,-355,295,9,8.5,48,47.5,"- 9","+ 9","- 8.5","+ 8.5",0,19.5
2010-01-03,"Cincinnati","NYJets",0,37,-490,390,7,9.5,37.5,33.5,"- 7","+ 7","- 9.5","+ 9.5",2.5,16
2010-01-03,"SanFrancisco","St.Louis",28,6,255,-310,7,7,40.5,39.5,"+ 7","- 7","+ 7","- 7",6,17.5
2010-01-03,"Atlanta","TampaBay",20,10,130,-150,1,3,41.5,41.5,"+ 1","- 1","+ 3","- 3",0,20
2010-01-03,"GreenBay","Arizona",33,7,-155,135,3,3,45.5,42,"- 3","+ 3","- 3","+ 3",1.5,19.5
2010-01-03,"KansasCity","Denver",44,24,-440,350,11,9,39,38,"- 11","+ 11","- 9","+ 9",6,19.5
2010-01-03,"Baltimore","Oakland",21,13,413,-490,10,10,38,39,"+ 10","- 10","+ 10","- 10",6,19.5
2010-01-03,"Washington","SanDiego",20,23,-165,145,8,3,41.5,39,"- 8","+ 8","- 3","+ 3",0,19.5
2010-01-03,"Tennessee","Seattle",17,13,205,-245,5.5,6,43.5,45,"+ 5.5","- 5.5","+ 6","- 6",3,21.5
2010-01-09,"NYJets","Cincinnati",24,14,-145,125,1,2.5,34.5,34.5,"- 1","+ 1","- 2.5","+ 2.5",3,17
2010-01-09,"Philadelphia","Dallas",14,34,-200,170,3.5,4,45.5,45,"- 3.5","+ 3.5","- 4","+ 4",1.5,21
2010-01-10,"Baltimore","NewEngland",33,14,-205,175,4,4,43,44,"- 4","+ 4","- 4","+ 4",6.5,21
2010-01-10,"GreenBay","Arizona",45,51,118,-138,2.5,2.5,48.5,48.5,"+ 2.5","- 2.5","+ 2.5","- 2.5",3.5,24
2010-01-16,"Arizona","NewOrleans",14,45,-300,250,7,7,56.5,57,"- 7","+ 7","- 7","+ 7",4.5,26.5
2010-01-16,"Baltimore","Indianapolis",3,20,-260,220,6.5,6.5,44.5,44,"- 6.5","+ 6.5","- 6.5","+ 6.5",1,20.5
2010-01-17,"Dallas","Minnesota",3,34,-140,120,3,2.5,48,45,"- 3","+ 3","- 2.5","+ 2.5",2.5,21.5
2010-01-17,"NYJets","SanDiego",17,14,-410,330,9,8.5,42.5,43,"- 9","+ 9","- 8.5","+ 8.5",3,20
2010-01-24,"NYJets","Indianapolis",17,30,-350,290,7,8,41,40,"- 7","+ 7","- 8","+ 8",7,20.5
2010-01-24,"Minnesota","NewOrleans",28,31,-185,165,4.5,4,54,54,"- 4.5","+ 4.5","- 4","+ 4",3,27
2010-02-07,"Minnesota","NewOrleans",31,9,190,170,51.5,49.5,56,56.5,"+ 51.5","- 51.5","+ 49.5","- 49.5",24,28
2010-09-09,"Carolina","NewOrleans",14,18,220,-230,4.5,5,40,40.5,"+ 4.5","- 4.5","+ 5","- 5",3,20.5
2010-09-12,"Miami","NYGiants",31,15,-175,-260,3,3,7,6,"+ 3","- 3","+ 3","- 3",0,3.5
2010-09-12,"Atlanta","Buffalo",10,9,-130,155,37.5,1.5,40.5,39.5,"- 37.5","+ 37.5","- 1.5","+ 1.5",0,17.5
2010-09-12,"Detroit","Pittsburgh",15,14,240,110,0,39.5,42.5,45,"+ 0","- 0","+ 39.5","- 39.5",17.5,21.5
2010-09-12,"Cincinnati","Chicago",19,24,190,-280,6.5,6.5,44,45,"+ 6.5","- 6.5","+ 6.5","- 6.5",6,21
2010-09-12,"Cleveland","NewEngland",38,14,120,-230,6,5,36.5,37,"+ 6","- 6","+ 5","- 5",0.5,17.5
2010-09-12,"Denver","TampaBay",17,17,155,-140,1.5,2.5,41.5,41.5,"+ 1.5","- 1.5","+ 2.5","- 2.5",0.5,20.5
2010-09-12,"Indianapolis","Jacksonville",24,24,-130,-175,1.5,1.5,3,3,"+ 1.5","- 1.5","+ 1.5","- 1.5",0.5,3
2010-09-12,"Oakland","Houston",34,13,220,110,41,40,47,48,"+ 41","- 41","+ 40","- 40",17.5,23.5
2010-09-12,"GreenBay","Tennessee",38,27,-150,-260,7,3,45.5,6.5,"+ 7","- 7","+ 3","- 3",0,0
2010-09-12,"SanFrancisco","Philadelphia",20,6,-175,130,0,3,1.5,48,"- 0","+ 0","- 3","+ 3",4,21.5
2010-09-12,"Arizona","Seattle",31,17,-160,155,3.5,3,38,37,"- 3.5","+ 3.5","- 3","+ 3",3,18
2010-09-12,"Dallas","St.Louis",13,7,-200,140,3.5,4,41.5,39.5,"- 3.5","+ 3.5","- 4","+ 4",4,20
2010-09-12,"Baltimore","Washington",13,10,110,170,37,36,43,40.5,"- 37","+ 37","- 36","+ 36",17,19.5
2010-09-13,"SanDiego","NYJets",9,14,-220,-130,3,1.5,5.5,4,"- 3","+ 3","- 1.5","+ 1.5",0,7
2010-09-13,"KansasCity","KansasCity",21,16,150,180,38.5,38,45,45.5,"- 38.5","+ 38.5","- 38","+ 38",17.5,21
2010-09-19,"Buffalo","Cleveland",14,7,490,-170,2.5,3,43.5,43,"+ 2.5","- 2.5","+ 3","- 3",0.5,21
2010-09-19,"Baltimore","GreenBay",34,10,-140,-680,1,3,13.5,13,"+ 1","- 1","+ 3","- 3",3,6
2010-09-19,"Pittsburgh","Cincinnati",15,19,220,120,38.5,37,38.5,39.5,"+ 38.5","- 38.5","+ 37","- 37",17,17
2010-09-19,"Philadelphia","Tennessee",11,35,-290,-260,3,6,6,6.5,"- 3","+ 3","- 6","+ 6",3,5.5
2010-09-19,"Chicago","Detroit",32,27,290,245,41,41,41,41.5,"+ 41","- 41","+ 41","- 41",21,21
2010-09-19,"TampaBay","Dallas",20,20,175,-350,9,7,39,37.5,"+ 9","- 9","+ 7","- 7",7,19.5
2010-09-19,"Arizona","Carolina",7,7,250,-210,3.5,4,41.5,43.5,"+ 3.5","- 3.5","+ 4","- 4",3,20
2010-09-19,"Miami","Atlanta",41,14,210,-300,7,7,41,41,"+ 7","- 7","+ 7","- 7",0,20
2010-09-19,"St.Louis","Minnesota",10,14,155,-250,5.5,6,38.5,37.5,"+ 5.5","- 5.5","+ 6","- 6",3.5,17
2010-09-19,"Seattle","Oakland",16,14,160,-175,3.5,3,39.5,41,"+ 3.5","- 3.5","+ 3","- 3",3,20
2010-09-19,"Houston","Denver",31,30,-135,-180,3,3,3,3.5,"+ 3","- 3","+ 3","- 3",0,3
2010-09-19,"Jacksonville","Washington",27,13,255,115,44.5,42.5,45.5,45,"+ 44.5","- 44.5","+ 42.5","- 42.5",21.5,21.5
2010-09-19,"NewEngland","SanDiego",38,14,-155,-310,1,3,9,7,"+ 1","- 1","+ 3","- 3",0.5,1.5
2010-09-19,"NYGiants","NYJets",28,14,190,135,39,39.5,47.5,48,"+ 39","- 39","+ 39.5","- 39.5",0.5,20
2010-09-19,"NewOrleans","Indianapolis",38,25,-240,-230,4.5,4,5.5,5.5,"- 4.5","+ 4.5","- 4","+ 4",2.5,21
2010-09-20,"Tennessee","SanFrancisco",22,29,135,200,43,43.5,44.5,44,"- 43","+ 43","- 43.5","+ 43.5",20.5,21
2010-09-26,"Buffalo","NYGiants",10,30,650,-155,3.5,3,43,42.5,"+ 3.5","- 3.5","+ 3","- 3",3,21.5
2010-09-26,"Cleveland","NewEngland",38,17,500,-900,11,14.5,38,36.5,"+ 11","- 11","+ 14.5","- 14.5",7,18.5
2010-09-26,"Pittsburgh","Baltimore",24,38,-145,-700,2.5,2.5,10,12.5,"+ 2.5","- 2.5","+ 2.5","- 2.5",7,16.5
2010-09-26,"Cincinnati","TampaBay",13,20,-175,125,3.5,3,34,33,"- 3.5","+ 3.5","- 3","+ 3",0,0.5
2010-09-26,"Atlanta","Carolina",7,27,155,155,40,37,50,49,"+ 40","- 40","+ 37","- 37",17,24.5
2010-09-26,"SanFrancisco","NewOrleans",24,10,-140,-175,4.5,3,36,3,"+ 4.5","- 4.5","+ 3","- 3",3,3
2010-09-26,"Detroit","KansasCity",31,10,500,120,0,38,42,42.5,"+ 0","- 0","+ 38","- 38",19,21
2010-09-26,"Dallas","Minnesota",24,27,115,-700,10,13,46.5,47.5,"+ 10","- 10","+ 13","- 13",6.5,21.5
2010-09-26,"Washington","Houston",13,16,-240,-135,2,2.5,5,5,"- 2","+ 2","- 2.5","+ 2.5",2.5,5
2010-09-26,"Philadelphia","St.Louis",30,28,-140,200,3,3,38,39,"- 3","+ 3","- 3","+ 3",20.5,20.5
2010-09-26,"Indianapolis","Jacksonville",3,27,-250,120,5.5,6,44,44.5,"- 5.5","+ 5.5","- 6","+ 6",0,1
2010-09-26,"SanDiego","Denver",13,20,-200,210,4.5,4,48,47,"- 4.5","+ 4.5","- 4","+ 4",3.5,21.5
2010-09-26,"Oakland","Seattle",27,23,200,170,40,39,45,44,"+ 40","- 40","+ 39","- 39",20,21.5
2010-09-26,"NYJets","Arizona",24,31,115,-240,4,5.5,35,36,"+ 4","- 4","+ 5.5","- 5.5",3,18.5
2010-09-26,"GreenBay","Miami",23,17,-155,-135,1.5,1.5,3.5,3,"- 1.5","+ 1.5","- 1.5","+ 1.5",0,1
2010-09-27,"Denver","Chicago",20,26,230,135,41.5,43.5,45,45.5,"+ 41.5","- 41.5","+ 43.5","- 43.5",21.5,23
2010-10-03,"Baltimore","Tennessee",20,17,110,-270,7,6.5,34.5,34.5,"+ 7","- 7","+ 6.5","- 6.5",3.5,17
2010-10-03,"Cincinnati","Pittsburgh",14,20,-130,-130,1,2,3,2.5,"+ 1","- 1","+ 2","- 2",0,0
2010-10-03,"Detroit","Cleveland",23,26,675,110,38,37,45.5,46.5,"+ 38","- 38","+ 37","- 37",17.5,23
2010-10-03,"Carolina","GreenBay",28,14,500,-950,14.5,14.5,45,43.5,"+ 14.5","- 14.5","+ 14.5","- 14.5",7,21
2010-10-03,"SanFrancisco","NewOrleans",16,14,250,-700,13.5,12.5,42,42.5,"+ 13.5","- 13.5","+ 12.5","- 12.5",7,21
2010-10-03,"Seattle","Atlanta",16,3,-130,-300,1.5,2,7,7,"+ 1.5","- 1.5","+ 2","- 2",3,6
2010-10-03,"NYJets","St.Louis",20,38,-250,110,4.5,6,38,40,"- 4.5","+ 4.5","- 6","+ 6",1.5,18
2010-10-03,"Indianapolis","Buffalo",14,28,-340,210,7,7,36.5,37,"- 7","+ 7","- 7","+ 7",4,17
2010-10-03,"Houston","Jacksonville",31,31,-190,280,3.5,3.5,46.5,45.5,"- 3.5","+ 3.5","- 3.5","+ 3.5",3,23
2010-10-03,"Arizona","Oakland",24,10,400,165,44,43.5,46,47.5,"+ 44","- 44","+ 43.5","- 43.5",21,22.5
2010-10-03,"Washington","SanDiego",41,17,190,-500,9,10,43,44.5,"+ 9","- 9","+ 10","- 10",3.5,21.5
2010-10-03,"Chicago","Philadelphia",12,3,165,-230,6.5,5.5,42.5,44,"+ 6.5","- 6.5","+ 5.5","- 5.5",3.5,19
